# time (s),altitude (m),velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),Mach,air density (kg/m^3)
7.125000000000000000e+01,5.610307010772652575e+04,1.115595945917709969e+03,-9.693659660584414084e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.173421044674998193e+00,4.947859394934009088e-04
7.150000000000000000e+01,5.638166623830253229e+04,1.113173380337431581e+03,-9.690262321113706889e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.162270819316177928e+00,4.785118173951741563e-04
7.175000000000000000e+01,5.665965683152524434e+04,1.110751638662362211e+03,-9.686966700277562126e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.151167950115012051e+00,4.628480923430360202e-04
7.200000000000000000e+01,5.693704209021968563e+04,1.108330695846521394e+03,-9.683771263363562198e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.140111954498720159e+00,4.477692939123878511e-04
7.225000000000000000e+01,5.721382221110207320e+04,1.105910528277858930e+03,-9.680670274650301721e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.129102356400460305e+00,4.332511165208143217e-04
7.250000000000000000e+01,5.748999738511226315e+04,1.103491113509483512e+03,-9.677659073502008269e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.118138689124728469e+00,4.192703616552066661e-04
7.275000000000000000e+01,5.776556779774782626e+04,1.101072430227130781e+03,-9.674733129410611809e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.107220494474830730e+00,4.058048831740697446e-04
7.300000000000000000e+01,5.804053362928977731e+04,1.098654457998470207e+03,-9.671888914641922241e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.096347322552885917e+00,3.928335355180759942e-04
7.325000000000000000e+01,5.831489505501789972e+04,1.096237177232651675e+03,-9.669123063273778129e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.085518730951569477e+00,3.803361246684430481e-04
7.350000000000000000e+01,5.858865224541623320e+04,1.093820569141851593e+03,-9.666432363200422984e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.074734284543189311e+00,3.682933616923741906e-04
7.375000000000000000e+01,5.886180536636918259e+04,1.091404615704710977e+03,-9.663813748562789741e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.063993555277263248e+00,3.566868187295591853e-04
7.400000000000000000e+01,5.913435457934869919e+04,1.088989299569886725e+03,-9.661264539296736231e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.053296121986182943e+00,3.454988872825325670e-04
7.425000000000000000e+01,5.940630004144405393e+04,1.086574602736584438e+03,-9.658787333208971759e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.042641570026223707e+00,3.347127386818469488e-04
7.450000000000000000e+01,5.967764190538679395e+04,1.084160508766462044e+03,-9.656375880489395769e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.032029487511793686e+00,3.243122866103685708e-04
7.475000000000000000e+01,5.994838031988473813e+04,1.081747002176049591e+03,-9.654026361649892252e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.021459471420912202e+00,3.142821515657210577e-04
7.500000000000000000e+01,6.021851542994406918e+04,1.079334068453112650e+03,-9.651734891747784317e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.010931125803077979e+00,3.046076271426915441e-04
7.525000000000000000e+01,6.048804737701542763e+04,1.076921693656848447e+03,-9.649499185056983563e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.000444061736472268e+00,2.952746480481739265e-04
7.550000000000000000e+01,6.075697629913356650e+04,1.074509864392673762e+03,-9.647317056698653914e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.989997896133491206e+00,2.862697597587434057e-04
7.575000000000000000e+01,6.102530233105087245e+04,1.072098567788212222e+03,-9.645186417845815541e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.979592251594959773e+00,2.775800897245189747e-04
7.600000000000000000e+01,6.129302560436500062e+04,1.069687791470418233e+03,-9.643105271175716808e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.969226756269678358e+00,2.691933200349927923e-04
7.625000000000000000e+01,6.156014624764092150e+04,1.067277523543780035e+03,-9.641071706552729381e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.958901043719067037e+00,2.610976614674186103e-04
7.650000000000000000e+01,6.182666438652770012e+04,1.064867752569547747e+03,-9.639083896929280471e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.948614752786656190e+00,2.532818288429206240e-04
7.675000000000000000e+01,6.209258014383451518e+04,1.062458467084014728e+03,-9.637141942131862038e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.938367527472220075e+00,2.457350176198182202e-04
7.700000000000000000e+01,6.235789363952518761e+04,1.060049655935654755e+03,-9.635244593440082994e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.928159015537743937e+00,2.384468816586528370e-04
7.725000000000000000e+01,6.262260499085772608e+04,1.057641308837927227e+03,-9.633388390909813026e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.917988869379369632e+00,2.314075120971132381e-04
7.750000000000000000e+01,6.288671431260511599e+04,1.055233416036747940e+03,-9.631571204717346291e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.907856747484684146e+00,2.246074172696223238e-04
7.775000000000000000e+01,6.315022171715727018e+04,1.052825968177921141e+03,-9.629791435307128111e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.897762313447950433e+00,2.180375036183197627e-04
7.800000000000000000e+01,6.341312731460945361e+04,1.050418956253463421e+03,-9.628047697830812268e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.887705235543209348e+00,2.116890575480354141e-04
7.825000000000000000e+01,6.367543121284700464e+04,1.048012371586974950e+03,-9.626338665954280671e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.877685186517400684e+00,2.055537281725453480e-04
7.850000000000000000e+01,6.393713351762641832e+04,1.045606205819676461e+03,-9.624663069194088649e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.867701843492501901e+00,1.996235109050130483e-04
7.875000000000000000e+01,6.419823433265310450e+04,1.043200450897080373e+03,-9.623019690383989300e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.857754887870847416e+00,1.938907318484100280e-04
7.900000000000000000e+01,6.445873375965580635e+04,1.040795099056264235e+03,-9.621407363264463442e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.847844005243495236e+00,1.883480329441623651e-04
7.925000000000000000e+01,6.471863189845673332e+04,1.038390142754393764e+03,-9.619825207482064044e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.837968885301511257e+00,1.829883578395995354e-04
7.950000000000000000e+01,6.497792884698271519e+04,1.035985574377300281e+03,-9.618273508374384662e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.828129221588497444e+00,1.778049384369919273e-04
7.975000000000000000e+01,6.523662470132527960e+04,1.033581386948108729e+03,-9.616749716766257450e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.818324710657787335e+00,1.727912820900223950e-04
8.000000000000000000e+01,6.549471955586520198e+04,1.031177573744085748e+03,-9.615252816092025867e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.808555053952802361e+00,1.679411594122174863e-04
8.025000000000000000e+01,6.575221350334375165e+04,1.028774128322551860e+03,-9.613781686135874693e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.798819956710889123e+00,1.632485926658715453e-04
8.050000000000000000e+01,6.600910663491999730e+04,1.026371044465206296e+03,-9.612335429382193652e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.789119127984920343e+00,1.587078447040292817e-04
8.075000000000000000e+01,6.626539904022568953e+04,1.023968316168988167e+03,-9.610913184872721615e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.779452280444490331e+00,1.543134084365737041e-04
8.100000000000000000e+01,6.652109080741798971e+04,1.021565937637337697e+03,-9.609514126601718331e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.769819130304886023e+00,1.500599967936015386e-04
8.125000000000000000e+01,6.677618202323005244e+04,1.019163903271841036e+03,-9.608137461986816064e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.760219397258108387e+00,1.459425331609465778e-04
8.150000000000000000e+01,6.703067277301951253e+04,1.016762207664238190e+03,-9.606782430411463736e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.750652804405912200e+00,1.419561422640725867e-04
8.175000000000000000e+01,6.728456314081506571e+04,1.014360845588779284e+03,-9.605448301835492586e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.741119078194751868e+00,1.380961414778139075e-04
8.200000000000000000e+01,6.753785320936118660e+04,1.011959811994911661e+03,-9.604134375470286145e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.731617948352571101e+00,1.343580325406709263e-04
8.225000000000000000e+01,6.779054306014734902e+04,1.009559101832192709e+03,-9.602840650876023787e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.722149147827376048e+00,1.307374936534771916e-04
8.250000000000000000e+01,6.804263277341728099e+04,1.007158710240475102e+03,-9.601566366870299518e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.712712412276000684e+00,1.272303719435363678e-04
8.275000000000000000e+01,6.829412242822392727e+04,1.004758632615595729e+03,-9.600310499517670237e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.703307480537312291e+00,1.238326762761571612e-04
8.300000000000000000e+01,6.854501210250242730e+04,1.002358864559018571e+03,-9.599072226308861033e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.693934094768370091e+00,1.205405703955607209e-04
8.325000000000000000e+01,6.879530187310755718e+04,9.999594018192482281e+02,-9.597850959081558386e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.684592000269108603e+00,1.173503663794084670e-04
8.350000000000000000e+01,6.904499181584846519e+04,9.975602402810396825e+02,-9.596646152834154009e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.675280945286965473e+00,1.142585183922618588e-04
8.375000000000000000e+01,6.929408200552208291e+04,9.951613759600776348e+02,-9.595457283848128682e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.666000680950929791e+00,1.112616167229159856e-04
8.400000000000000000e+01,6.954257251594521222e+04,9.927628049978796980e+02,-9.594283848791940628e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.656750961221010510e+00,1.083563820917677484e-04
8.425000000000000000e+01,6.979046341998533171e+04,9.903645236569134340e+02,-9.593125363865276256e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.647531542839004270e+00,1.055396602151153866e-04
8.450000000000000000e+01,7.003775478959029715e+04,9.879665283159180262e+02,-9.591981363981837205e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.638342185280526664e+00,1.028084166139647441e-04
8.475000000000000000e+01,7.028444669581677590e+04,9.855688154618106864e+02,-9.590851416429208243e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.629182650708254076e+00,1.001597316555525647e-04
8.500000000000000000e+01,7.053053920884418767e+04,9.831713815527940596e+02,-9.589735636066546220e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.620052703916742498e+00,9.759079581641152761e-05
8.525000000000000000e+01,7.077603239798333379e+04,9.807742232255961881e+02,-9.588633308791502330e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.610952111936046816e+00,9.509890515649666097e-05
8.550000000000000000e+01,7.102092633171722991e+04,9.783773372551902412e+02,-9.587543881623730613e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.601880644551142208e+00,9.268145699419811495e-05
8.575000000000000000e+01,7.126522107774509641e+04,9.759807205531220688e+02,-9.586466808272492202e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.592838074162103545e+00,9.033594577231824447e-05
8.600000000000000000e+01,7.150891670300559781e+04,9.735843701221511992e+02,-9.585401723883594016e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.583824175747662100e+00,8.805995910628142012e-05
8.625000000000000000e+01,7.175201327369917999e+04,9.711882830528091972e+02,-9.584348277368093250e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.574838726713996717e+00,8.585117400617409546e-05
8.650000000000000000e+01,7.199451085530963610e+04,9.687924565200986535e+02,-9.583306130841959813e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.565881506855514083e+00,8.370735326423264853e-05
8.675000000000000000e+01,7.223640951262478484e+04,9.663968877803260966e+02,-9.582274959090272048e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.556952298316552685e+00,8.162634200000940172e-05
8.700000000000000000e+01,7.247770930975645024e+04,9.640015741680624615e+02,-9.581254449054709355e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.548050885553965195e+00,7.960606435583868841e-05
8.725000000000000000e+01,7.271841031015962653e+04,9.616065130932266811e+02,-9.580244299343256387e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.539177055300567698e+00,7.764452033559068585e-05
8.750000000000000000e+01,7.295851257665097364e+04,9.592117020254429463e+02,-9.579244271134767175e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.530330596529414944e+00,7.573978278005167588e-05
8.775000000000000000e+01,7.319801617140807502e+04,9.568171383720404037e+02,-9.578254613610100776e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.521511300385124610e+00,7.388999447259918273e-05
8.800000000000000000e+01,7.343692115597928932e+04,9.544228197285597162e+02,-9.577274573922569090e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.512718959836766075e+00,7.209336536928715518e-05
8.825000000000000000e+01,7.367522759132046485e+04,9.520287437675983711e+02,-9.576303843845577646e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.503953370310246562e+00,7.034816994738323122e-05
8.850000000000000000e+01,7.391293553781953233e+04,9.496349082480832067e+02,-9.575342078060602446e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.495214329369025652e+00,6.865274466681344813e-05
8.875000000000000000e+01,7.415004505531169707e+04,9.472413109884699907e+02,-9.574389038452952860e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.486501636712435737e+00,6.700548553964778039e-05
8.900000000000000000e+01,7.438655620309403457e+04,9.448479498645791637e+02,-9.573444495563407486e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.477815094080000335e+00,6.540484580266178098e-05
8.925000000000000000e+01,7.462246903993957676e+04,9.424548228075170755e+02,-9.572508228248539197e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.469154505220945595e+00,6.384933368822941018e-05
8.950000000000000000e+01,7.485778362411085982e+04,9.400619278016782800e+02,-9.571580023355403810e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.460519675864358824e+00,6.233751028908337795e-05
8.975000000000000000e+01,7.509250001337305002e+04,9.376692628828258194e+02,-9.570659675409824985e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.451910413689968760e+00,6.086798751270793006e-05
9.000000000000000000e+01,7.532661826500650204e+04,9.352768261362464273e+02,-9.569746986317754889e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.443326528299539113e+00,5.943942612132225353e-05
9.025000000000000000e+01,7.556013843581893889e+04,9.328846156949766737e+02,-9.568841765079048045e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.434767831188842546e+00,5.805053385361559219e-05
9.050000000000000000e+01,7.579306058215715166e+04,9.304926297380983442e+02,-9.567943827513152755e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.426234135720219065e+00,5.670006362457314872e-05
9.075000000000000000e+01,7.602538475991835003e+04,9.281008664853594610e+02,-9.567053010955758552e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.417725257095683311e+00,5.538681179990830288e-05
9.100000000000000000e+01,7.625711102455150103e+04,9.257093241117638627e+02,-9.566169494382537053e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.409241012320866293e+00,5.410961654178449062e-05
9.125000000000000000e+01,7.648823943105795479e+04,9.233180008887892427e+02,-9.565292891898501182e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.400781219961911184e+00,5.286735622271444639e-05
9.150000000000000000e+01,7.671877003401222464e+04,9.209268951487616732e+02,-9.564422960110267269e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.392345700491143923e+00,5.165894790457072603e-05
9.175000000000000000e+01,7.694870288758282550e+04,9.185360052863388773e+02,-9.563559449691227954e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.383934276173024003e+00,5.048334587973190343e-05
9.200000000000000000e+01,7.717803804554154340e+04,9.161453297328597500e+02,-9.562702213916365324e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.375546771046920469e+00,4.933954027174867471e-05
9.225000000000000000e+01,7.740677556127248681e+04,9.137548669550667455e+02,-9.561851111171987938e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.367183010840174351e+00,4.822655569297750887e-05
9.250000000000000000e+01,7.763491548778078868e+04,9.113646154538758992e+02,-9.561006004763322963e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.358842822944759554e+00,4.714344995663430181e-05
9.275000000000000000e+01,7.786245787770095922e+04,9.089745737631934617e+02,-9.560166762729926049e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.350526036394385621e+00,4.608931284090124746e-05
9.300000000000000000e+01,7.808940278330503497e+04,9.065847404487763015e+02,-9.559333257668500394e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.342232481842034808e+00,4.506326490282702192e-05
9.325000000000000000e+01,7.831575025651037868e+04,9.041951141071356233e+02,-9.558505366562828343e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.333961991537913505e+00,4.406445633986443250e-05
9.350000000000000000e+01,7.854150034888721711e+04,9.018056933644804758e+02,-9.557682970620533069e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.325714399307822866e+00,4.309206589699494635e-05
9.375000000000000000e+01,7.876665311166597530e+04,8.994164768631306970e+02,-9.556866005399202280e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.317489540531922021e+00,4.214529981747570047e-05
9.400000000000000000e+01,7.899120859572812333e+04,8.970274631673599970e+02,-9.556054783082666759e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.309287252091606568e+00,4.122339083534036388e-05
9.425000000000000000e+01,7.921516685160958150e+04,8.946386509763547110e+02,-9.555248764021213148e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.301107372110310134e+00,4.032559720793435477e-05
9.450000000000000000e+01,7.943852792952460004e+04,8.922500390186163486e+02,-9.554447830953373355e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.292949740482860932e+00,3.945120178665652896e-05
9.475000000000000000e+01,7.966129187937655661e+04,8.898616260628282362e+02,-9.553651823152398137e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.284814198586269995e+00,3.859951112426328963e-05
9.500000000000000000e+01,7.988345875076400989e+04,8.874734109014076466e+02,-9.552860645682448748e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.276700589290311605e+00,3.776985461731662246e-05
9.525000000000000000e+01,8.010502859298653493e+04,8.850853923497116966e+02,-9.552074206783929711e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.268608756898422119e+00,3.696158368225843757e-05
9.550000000000000000e+01,8.032600145505032560e+04,8.826975692452720068e+02,-9.551292417758551423e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.260538547129054443e+00,3.617407096367526698e-05
9.575000000000000000e+01,8.054637738567368069e+04,8.803099404470573290e+02,-9.550515192858895830e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.252489807097346031e+00,3.540670957340295058e-05
9.600000000000000000e+01,8.076615643329225713e+04,8.779225048347617530e+02,-9.549742449182250681e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.244462385297115059e+00,3.465891235918013420e-05
9.625000000000000000e+01,8.098533864606416319e+04,8.755352613081196296e+02,-9.548974106568552500e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.236456131583160367e+00,3.393011120161784199e-05
9.650000000000000000e+01,8.120392407187490608e+04,8.731482087862440267e+02,-9.548210087502228660e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.228470897153863817e+00,3.321975633830608700e-05
9.675000000000000000e+01,8.142191275834213593e+04,8.707613462069895149e+02,-9.547450317017828425e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.220506534534089305e+00,3.252731571393239606e-05
9.700000000000000000e+01,8.163930475282025873e+04,8.683746725263372355e+02,-9.546694722609268879e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.212562897558370878e+00,3.185227435533556162e-05
9.725000000000000000e+01,8.185610010240311385e+04,8.659881866833516142e+02,-9.545943371942664513e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.204639841354381957e+00,3.119413377046786071e-05
9.750000000000000000e+01,8.207229885390840354e+04,8.636018875378981647e+02,-9.545196581813936376e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.196737222239306231e+00,3.055241137028467366e-05
9.775000000000000000e+01,8.228790105388149095e+04,8.612157740854719350e+02,-9.544453809704860348e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.188854897547976019e+00,2.992663991267090499e-05
9.800000000000000000e+01,8.250290674862070591e+04,8.588298453454627861e+02,-9.543714960036611572e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.180992726163600626e+00,2.931636696738990148e-05
9.825000000000000000e+01,8.271731598418453359e+04,8.564441003659309217e+02,-9.542979918127423744e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.173150568219470724e+00,2.872115440119919468e-05
9.850000000000000000e+01,8.293112880639531068e+04,8.540585382093576072e+02,-9.542248626293467595e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.165328285097011030e+00,2.814057788242671360e-05
9.875000000000000000e+01,8.314434526084276149e+04,8.516731579521859885e+02,-9.541521028686538841e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.157525739375931284e+00,2.757422640417320114e-05
9.900000000000000000e+01,8.335696539288741769e+04,8.492879586843782818e+02,-9.540797071230830539e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.149742794819555325e+00,2.702170182538042551e-05
9.925000000000000000e+01,8.356898924766395066e+04,8.469029395089877426e+02,-9.540076701562052008e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.141979316360393071e+00,2.648261842904341316e-05
9.950000000000000000e+01,8.378041687008441659e+04,8.445180995417455279e+02,-9.539359868968800171e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.134235170085929223e+00,2.595660249687891565e-05
9.975000000000000000e+01,8.399124830484134145e+04,8.421334379106615415e+02,-9.538646524336057198e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.126510223224641116e+00,2.544329189979024143e-05
1.000000000000000000e+02,8.420148359641074785e+04,8.397489537556388086e+02,-9.537936620090809114e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.118804344132239503e+00,2.494233570349792118e-05
1.002500000000000000e+02,8.441112278905512358e+04,8.373646462278504714e+02,-9.537230111153306211e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.111117402278114952e+00,2.445339378873115065e-05
1.005000000000000000e+02,8.462016592682285409e+04,8.349805144515495385e+02,-9.536527105203761678e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.103449268231370795e+00,2.397613648540290729e-05
1.007500000000000000e+02,8.482861305354519573e+04,8.325965575783492341e+02,-9.535827492801045580e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.095799813552764679e+00,2.351024422022060520e-05
1.010000000000000000e+02,8.503646421284276585e+04,8.302127747831203806e+02,-9.535131180915326965e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.088168910919207644e+00,2.305540717720057532e-05
1.012500000000000000e+02,8.524371944813434675e+04,8.278291652635633682e+02,-9.534438078228076208e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.080556434101390018e+00,2.261132497055092080e-05
1.015000000000000000e+02,8.545037880263937404e+04,8.254457282270589076e+02,-9.533748146017812175e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.072962257950806464e+00,2.217770632945434832e-05
1.017500000000000000e+02,8.565644231938032317e+04,8.230624628903716484e+02,-9.533061346748995746e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.065386258355162319e+00,2.175426879430315596e-05
1.020000000000000000e+02,8.586191004118500859e+04,8.206793684793634611e+02,-9.532377644032653308e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.057828312226231748e+00,2.134073842392556118e-05
1.022500000000000000e+02,8.606678201068881026e+04,8.182964442287163820e+02,-9.531697002588433776e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.050288297487888212e+00,2.093684951337469895e-05
1.025000000000000000e+02,8.627105827033687092e+04,8.159136893816644260e+02,-9.531019388208003207e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.042766093064323218e+00,2.054234432187015692e-05
1.027500000000000000e+02,8.647473886238619161e+04,8.135311031897344947e+02,-9.530344767719745036e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.035261578868431620e+00,2.015697281049975932e-05
1.030000000000000000e+02,8.667782382890765439e+04,8.111486849124958098e+02,-9.529673108954691330e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.027774635790368318e+00,1.978049238930309125e-05
1.032500000000000000e+02,8.688031321178804501e+04,8.087664338173174201e+02,-9.529004380713667288e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.020305145686280834e+00,1.941266767337693010e-05
1.035000000000000000e+02,8.708220705273191561e+04,8.063843491791335509e+02,-9.528338552735595712e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.012852991367194200e+00,1.905327024765523963e-05
1.037500000000000000e+02,8.728350539326350554e+04,8.040024302744537863e+02,-9.527675618719074535e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.005418056588067710e+00,1.870207844003182873e-05
1.040000000000000000e+02,8.748420827471964003e+04,8.016206763210332156e+02,-9.527015813682153222e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.998000226022684123e+00,1.835887710250700073e-05
1.042500000000000000e+02,8.768431573824712541e+04,7.992390865997377887e+02,-9.526358885181844371e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.990599385103863694e+00,1.802345740006686473e-05
1.045000000000000000e+02,8.788382782481396862e+04,7.968576604057843724e+02,-9.525704775813609970e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.983215420316546407e+00,1.769561660697953508e-05
1.047500000000000000e+02,8.808274457521608565e+04,7.944763970538120930e+02,-9.525053407888970369e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.975848219066469014e+00,1.737515791021158131e-05
1.050000000000000000e+02,8.828106603007881495e+04,7.920952958645557374e+02,-9.524404757025541457e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.968497669682933493e+00,1.706189021972813520e-05
1.052500000000000000e+02,8.847879222985841625e+04,7.897143561646679473e+02,-9.523758799551369947e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.961163661376130074e+00,1.675562798541640935e-05
1.055000000000000000e+02,8.867592321484354034e+04,7.873335772865473245e+02,-9.523115512482492662e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.953846084227262470e+00,1.645619102037591843e-05
1.057500000000000000e+02,8.887245902515665512e+04,7.849529585681719936e+02,-9.522474873501217019e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.946544829178812108e+00,1.616340433033683149e-05
1.060000000000000000e+02,8.906839970075538440e+04,7.825724993529381663e+02,-9.521836860935183111e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.939259788024938924e+00,1.587709794897716322e-05
1.062500000000000000e+02,8.926374528143387579e+04,7.801921989895039360e+02,-9.521201453737099030e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.931990853402011821e+00,1.559710677891934833e-05
1.065000000000000000e+02,8.945849580682409578e+04,7.778120568316376193e+02,-9.520568631465183174e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.924737918779274803e+00,1.532327043819502004e-05
1.067500000000000000e+02,8.965265131639708125e+04,7.754320722380715551e+02,-9.519938374264244274e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.917500878449634572e+00,1.505543311197531972e-05
