# time (s),altitude (m),velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),Mach,air density (kg/m^3)
1.427500000000000000e+02,1.114165224904356292e+05,4.340816462030330172e+02,-9.451323505031639982e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.991685426956300464e-01,2.405007035801283062e-06
1.430000000000000000e+02,1.115247475551512907e+05,4.317188995812083476e+02,-9.450986487298621341e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.934188402327601697e-01,2.384680157864881338e-06
1.432500000000000000e+02,1.116323819437045458e+05,4.293562367487496658e+02,-9.450651329834677483e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.876752186657224986e-01,2.364647660251346727e-06
1.435000000000000000e+02,1.117394256769846106e+05,4.269936572408098527e+02,-9.450318031759344706e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.819376346587423976e-01,2.344904758973296643e-06
1.437500000000000000e+02,1.118458787757645332e+05,4.246311605927568849e+02,-9.449986592211818248e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.762060450690555058e-01,2.325446762874135263e-06
1.440000000000000000e+02,1.119517412607012229e+05,4.222687463401692867e+02,-9.449657010350454911e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.704804069451032911e-01,2.306269071637799275e-06
1.442500000000000000e+02,1.120570131523360906e+05,4.199064140275404498e+02,-9.449329250515402734e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.647606775247496991e-01,2.287367173845956940e-06
1.445000000000000000e+02,1.121616944710984535e+05,4.175441632111202352e+02,-9.449003265680794073e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.590468142533985496e-01,2.268736645081315406e-06
1.447500000000000000e+02,1.122657852373052738e+05,4.151819934300364707e+02,-9.448679124335148671e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.533387747886938879e-01,2.250373146075490836e-06
1.450000000000000000e+02,1.123692854711577238e+05,4.128199042211597316e+02,-9.448356835506942275e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.476365169328346827e-01,2.232272420901412152e-06
1.452500000000000000e+02,1.124721951927407499e+05,4.104578951197445917e+02,-9.448036405660511505e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.419399986648513412e-01,2.214430295208962415e-06
1.455000000000000000e+02,1.125745144220231450e+05,4.080959656612674848e+02,-9.447717833908432894e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.362491781403777802e-01,2.196842674501805911e-06
1.457500000000000000e+02,1.126762431788575923e+05,4.057341153814215886e+02,-9.447401119383544099e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.305640136941607521e-01,2.179505542454609823e-06
1.460000000000000000e+02,1.127773814829807379e+05,4.033723438161119930e+02,-9.447086261238425209e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.248844638383755257e-01,2.162414959269864261e-06
1.462500000000000000e+02,1.128779293540132057e+05,4.010106505014507547e+02,-9.446773258644908466e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.192104872609536681e-01,2.145567060073257541e-06
1.465000000000000000e+02,1.129778868114596989e+05,3.986490349737523502e+02,-9.446462110793584444e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.135420428239277024e-01,2.128958053346567823e-06
1.467500000000000000e+02,1.130772538747090148e+05,3.962874967695290138e+02,-9.446152816893336635e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.078790895617856460e-01,2.112584219397139801e-06
1.470000000000000000e+02,1.131760305630341027e+05,3.939260354254863046e+02,-9.445845376170874275e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.022215866798429795e-01,2.096441908863143445e-06
1.472500000000000000e+02,1.132742168955921079e+05,3.915646504785187290e+02,-9.445539787870300685e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.965694935526261622e-01,2.080527541253501380e-06
1.475000000000000000e+02,1.133718128914244298e+05,3.892033414657055346e+02,-9.445236051252663856e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.909227697222690256e-01,2.064837603521756036e-06
1.477500000000000000e+02,1.134688185694567510e+05,3.868421079243066742e+02,-9.444934165595542552e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.852813748969239338e-01,2.049368648673011728e-06
1.480000000000000000e+02,1.135652339484990953e+05,3.844809493917585428e+02,-9.444634130192632426e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.796452689491840449e-01,2.034117294403058494e-06
1.482500000000000000e+02,1.136610590472458862e+05,3.821198654056702253e+02,-9.444335944353346335e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.740144119145204504e-01,2.019080221768960656e-06
1.485000000000000000e+02,1.137562938842759322e+05,3.797588555038196318e+02,-9.444039607402434200e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.683887639897293065e-01,2.004254173890191937e-06
1.487500000000000000e+02,1.138509384780525434e+05,3.773979192241497458e+02,-9.443745118679585104e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.627682855313942856e-01,1.989635954679733943e-06
1.490000000000000000e+02,1.139449928469235165e+05,3.750370561047262186e+02,-9.443452477694046721e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.571529370543595761e-01,1.975222427604224062e-06
1.492500000000000000e+02,1.140384570091208880e+05,3.726762656802640095e+02,-9.443161697848783120e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.515426792301273862e-01,1.961010514472559437e-06
1.495000000000000000e+02,1.141313309827604244e+05,3.703155474871848014e+02,-9.442872772316876606e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.459374728774805563e-01,1.946997194252204420e-06
1.497500000000000000e+02,1.142236147858420445e+05,3.679549010631833426e+02,-9.442585696005933116e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.403372789724895542e-01,1.933179501912540827e-06
1.500000000000000000e+02,1.143153084362503723e+05,3.655943259472386444e+02,-9.442300463778780184e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.347420586460516656e-01,1.919554527294503314e-06
1.502500000000000000e+02,1.144064119517548243e+05,3.632338216784668816e+02,-9.442017075087013822e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.291517731824508131e-01,1.906119414005758940e-06
1.505000000000000000e+02,1.144969253500095801e+05,3.608733877961183794e+02,-9.441735529394014392e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.235663840153054638e-01,1.892871358341174903e-06
1.507500000000000000e+02,1.145868486485536705e+05,3.585130238395747142e+02,-9.441455826174669497e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.179858527261246737e-01,1.879807608227670228e-06
1.510000000000000000e+02,1.146761818648109765e+05,3.561527293483459289e+02,-9.441177964915096865e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.124101410428753445e-01,1.866925462192916523e-06
1.512500000000000000e+02,1.147649250160902739e+05,3.537925038620678606e+02,-9.440901945112374349e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.068392108385601391e-01,1.854222268357356700e-06
1.515000000000000000e+02,1.148530781195852614e+05,3.514323469204992989e+02,-9.440627766274277022e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.012730241298078315e-01,1.841695423448885641e-06
1.517500000000000000e+02,1.149406411923746055e+05,3.490722580635195413e+02,-9.440355427919030262e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.957115430754725383e-01,1.829342371839763994e-06
1.520000000000000000e+02,1.150276142514219391e+05,3.467122368311257787e+02,-9.440084929575053962e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.901547299752442743e-01,1.817160604605056778e-06
1.522500000000000000e+02,1.151139973135759210e+05,3.443522827634305941e+02,-9.439816270780726271e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.846025472682711666e-01,1.805147658602250764e-06
1.525000000000000000e+02,1.151997903955702495e+05,3.419923954006595750e+02,-9.439549451084142007e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.790549575317896602e-01,1.793301115571423850e-06
1.527500000000000000e+02,1.152849935140236921e+05,3.396325742831488697e+02,-9.439284470042897723e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.735119234797676047e-01,1.781618601255509655e-06
1.530000000000000000e+02,1.153696066854401288e+05,3.372728189513429129e+02,-9.439021327223853675e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.679734079615548881e-01,1.770097784540214330e-06
1.532500000000000000e+02,1.154536299262085377e+05,3.349131289457922094e+02,-9.438760022202920652e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.624393739605460629e-01,1.758736376613000941e-06
1.535000000000000000e+02,1.155370632526030531e+05,3.325535038071510030e+02,-9.438500554564859257e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.569097845928525192e-01,1.747532130140876484e-06
1.537500000000000000e+02,1.156199066807830095e+05,3.301939430761752305e+02,-9.438242923903056081e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.513846031059829844e-01,1.736482838466263282e-06
1.540000000000000000e+02,1.157021602267929120e+05,3.278344462932731176e+02,-9.437987131608347013e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.458637928775350145e-01,1.725586334820836784e-06
1.542500000000000000e+02,1.157838239065618254e+05,3.254750129938724967e+02,-9.437733197602382162e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.403473174128860634e-01,1.714840491556633951e-06
1.545000000000000000e+02,1.158648977359030396e+05,3.231156427177985506e+02,-9.437481104295713408e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.348351403334510978e-01,1.704243219394277634e-06
1.547500000000000000e+02,1.159453817305148114e+05,3.207563350055410751e+02,-9.437230849029868196e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.293272253965887852e-01,1.693792466687697977e-06
1.550000000000000000e+02,1.160252759059808013e+05,3.183970893986689816e+02,-9.436982427488281644e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.238235364858971455e-01,1.683486218704934529e-06
1.552500000000000000e+02,1.161045802777700446e+05,3.160379054388317286e+02,-9.436735839349045918e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.183240376108875891e-01,1.673322496924727686e-06
1.555000000000000000e+02,1.161832948612370237e+05,3.136787826677575595e+02,-9.436491084296653398e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.128286929034813868e-01,1.663299358348652974e-06
1.557500000000000000e+02,1.162614196716216393e+05,3.113197206272520816e+02,-9.436248162021868779e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.073374666167642211e-01,1.653414894828271960e-06
1.560000000000000000e+02,1.163389547240492684e+05,3.089607188591966747e+02,-9.436007072221572756e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.018503231237517292e-01,1.643667232407043130e-06
1.562500000000000000e+02,1.164159000335307792e+05,3.066017769055470126e+02,-9.435767814598628789e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.963672269161628181e-01,1.634054530676584473e-06
1.565000000000000000e+02,1.164922556149625161e+05,3.042428943083315858e+02,-9.435530388861758766e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.908881426032000839e-01,1.624574982146950014e-06
1.567500000000000000e+02,1.165680214831263438e+05,3.018840706096502231e+02,-9.435294794725416878e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.854130349103408903e-01,1.615226811630696038e-06
1.570000000000000000e+02,1.166431976526896615e+05,2.995253053516727846e+02,-9.435061031909649287e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.799418686781353305e-01,1.606008275640259508e-06
1.572500000000000000e+02,1.167177841382054175e+05,2.971665980766377970e+02,-9.434829100139983993e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.744746088610124035e-01,1.596917661798495333e-06
1.575000000000000000e+02,1.167917809541121533e+05,2.948079483268509762e+02,-9.434598999147311815e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.690112205260950740e-01,1.587953288261936936e-06
1.577500000000000000e+02,1.168651881147339591e+05,2.924493556446840330e+02,-9.434370728667765604e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.635516688520221029e-01,1.579113503156615345e-06
1.580000000000000000e+02,1.169380056342805474e+05,2.900908195725733663e+02,-9.434144288442608328e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.580959191277789833e-01,1.570396684026020503e-06
1.582500000000000000e+02,1.170102335268472380e+05,2.877323396530188120e+02,-9.433919678218124716e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.526439367515355361e-01,1.561801237291062712e-06
1.585000000000000000e+02,1.170818718064149871e+05,2.853739154285824497e+02,-9.433696897745512899e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.471956872294922780e-01,1.553325597721622324e-06
1.587500000000000000e+02,1.171529204868504021e+05,2.830155464418872384e+02,-9.433475946780772503e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.417511361747336718e-01,1.544968227919532480e-06
1.590000000000000000e+02,1.172233795819057414e+05,2.806572322354815014e+02,-9.433256825623015374e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.363102493060879272e-01,1.536727617812683387e-06
1.592500000000000000e+02,1.172932491052187106e+05,2.782989723498901640e+02,-9.433039542365444063e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.308729924466947026e-01,1.528602284160025795e-06
1.595000000000000000e+02,1.173625290703122591e+05,2.759407663272111222e+02,-9.432824090716250609e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.254393315185026170e-01,1.520590770067185886e-06
1.597500000000000000e+02,1.174312194905948563e+05,2.735826137099667221e+02,-9.432610468977680185e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.200092325492422285e-01,1.512691644512553304e-06
1.600000000000000000e+02,1.174993203793607390e+05,2.712245140412230171e+02,-9.432398674974892927e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.145826616687326549e-01,1.504903501883401448e-06
1.602500000000000000e+02,1.175668317497899261e+05,2.688664668640960826e+02,-9.432188708507654340e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.091595851080484625e-01,1.497224961522014606e-06
1.605000000000000000e+02,1.176337536149482185e+05,2.665084717217512207e+02,-9.431980569379465607e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.037399691973148741e-01,1.489654667281496250e-06
1.607500000000000000e+02,1.177000859877871990e+05,2.641505281574018227e+02,-9.431774257397487204e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.983237803646205277e-01,1.482191287091120651e-06
1.610000000000000000e+02,1.177658288811442762e+05,2.617926357143086875e+02,-9.431569772372467853e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.929109851349331217e-01,1.474833512530971351e-06
1.612500000000000000e+02,1.178309823077426845e+05,2.594347939357789983e+02,-9.431367114118673456e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.875015501290248299e-01,1.467580058415618542e-06
1.615000000000000000e+02,1.178955462801914837e+05,2.570770023651655265e+02,-9.431166282453817828e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.820954420624030456e-01,1.460429662386736027e-06
1.617500000000000000e+02,1.179595208109855594e+05,2.547192605458657795e+02,-9.430967277198986309e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.766926277442468995e-01,1.453381084514362580e-06
1.620000000000000000e+02,1.180229059125056810e+05,2.523615680213211476e+02,-9.430770098178577143e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.712930740763519921e-01,1.446433106906676620e-06
1.622500000000000000e+02,1.180857015970184730e+05,2.500039243350160802e+02,-9.430574745220235755e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.658967480520796789e-01,1.439584533328084510e-06
1.625000000000000000e+02,1.181479078766764287e+05,2.476463290304773750e+02,-9.430381218154787248e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.605036167553135718e-01,1.432834188825427252e-06
1.627500000000000000e+02,1.182095247635179257e+05,2.452887816512733252e+02,-9.430189516816183115e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.551136473594218135e-01,1.426180919362135094e-06
1.630000000000000000e+02,1.182705522694672545e+05,2.429312817410129810e+02,-9.429999641041421299e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.497268071262257916e-01,1.419623591460203859e-06
1.632500000000000000e+02,1.183309904063346039e+05,2.405738288433453533e+02,-9.429811590670512444e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.443430634049744032e-01,1.413161091849708589e-06
1.635000000000000000e+02,1.183908391858160903e+05,2.382164225019587604e+02,-9.429625365546407068e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.389623836313245375e-01,1.406792327125827840e-06
1.637500000000000000e+02,1.184500986194937432e+05,2.358590622605800320e+02,-9.429440965514940487e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.335847353263267756e-01,1.400516223413147156e-06
1.640000000000000000e+02,1.185087687188355339e+05,2.335017476629738269e+02,-9.429258390424775982e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.282100860954180854e-01,1.394331726037046501e-06
1.642500000000000000e+02,1.185668494951953035e+05,2.311444782520160004e+02,-9.429077643831286437e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.228384036274190683e-01,1.388237799202150665e-06
1.645000000000000000e+02,1.186243409598126018e+05,2.287872535708487192e+02,-9.428898724669123155e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.174696556914639700e-01,1.382233425677521637e-06
1.647500000000000000e+02,1.186812431238127901e+05,2.264300731631100803e+02,-9.428721630954557398e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.121038101385992913e-01,1.376317606488628720e-06
1.650000000000000000e+02,1.187375559982072155e+05,2.240729365727877678e+02,-9.428546361289283695e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.067408349013121649e-01,1.370489360615800569e-06
1.652500000000000000e+02,1.187932795938932395e+05,2.217158433439183796e+02,-9.428372915477540417e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.013806979922228457e-01,1.364747724699061523e-06
1.655000000000000000e+02,1.188484139216542389e+05,2.193587930205698058e+02,-9.428201293394311122e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.960233675024378619e-01,1.359091752749303958e-06
1.657500000000000000e+02,1.189029589921595907e+05,2.170017851468406036e+02,-9.428031494916831790e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.906688116005419875e-01,1.353520515865557798e-06
1.660000000000000000e+02,1.189569148159647302e+05,2.146448192668594572e+02,-9.427863519924549962e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.853169985316332924e-01,1.348033101958303596e-06
1.662500000000000000e+02,1.190102814035111078e+05,2.122878949247846947e+02,-9.427697368299083891e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.799678966163637983e-01,1.342628615478653664e-06
1.665000000000000000e+02,1.190630587651262176e+05,2.099310116648036342e+02,-9.427533039924194114e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.746214742499850758e-01,1.337306177153327314e-06
1.667500000000000000e+02,1.191152469110236125e+05,2.075741690311321861e+02,-9.427370534685740822e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.692776999013983374e-01,1.332064923725251681e-06
1.670000000000000000e+02,1.191668458513029036e+05,2.052173665680142847e+02,-9.427209852471646556e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.639365421122095823e-01,1.326904007699709334e-06
1.672500000000000000e+02,1.192178555959497462e+05,2.028606038197213195e+02,-9.427050993171858906e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.585979694957900699e-01,1.321822597095885940e-06
1.675000000000000000e+02,1.192682761548358976e+05,2.005038803305517376e+02,-9.426893956678330966e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.532619507363406242e-01,1.316819875203777524e-06
1.677500000000000000e+02,1.193181075377191737e+05,1.981471956448305036e+02,-9.426738742884973377e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.479284545879611557e-01,1.311895040346240065e-06
1.680000000000000000e+02,1.193673497542434779e+05,1.957905493069085878e+02,-9.426585351687618797e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.425974498737249019e-01,1.307047305646159202e-06
1.682500000000000000e+02,1.194160028139388160e+05,1.934339408611625970e+02,-9.426433782984011245e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.372689054847564427e-01,1.302275898798658083e-06
1.685000000000000000e+02,1.194640667262212664e+05,1.910773698519941490e+02,-9.426284036673749256e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.319427903793152668e-01,1.297580061848109380e-06
1.687500000000000000e+02,1.195115415003930393e+05,1.887208358238295887e+02,-9.426136112658277000e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.266190735818824464e-01,1.292959050970058607e-06
1.690000000000000000e+02,1.195584271456423885e+05,1.863643383205567829e+02,-9.425990013091189113e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.212977241822531971e-01,1.288412136257750855e-06
1.692500000000000000e+02,1.196047236710435245e+05,1.840078768861348806e+02,-9.425845737687573944e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.159787113333761055e-01,1.283938601513331667e-06
1.695000000000000000e+02,1.196504310855566873e+05,1.816514510649236911e+02,-9.425703284844727747e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.106620042518165925e-01,1.279537744043556026e-06
1.697500000000000000e+02,1.196955493980282481e+05,1.792950604014946236e+02,-9.425562653716218264e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.053475722175965967e-01,1.275208874459917807e-06
1.700000000000000000e+02,1.197400786171907239e+05,1.769387044404621179e+02,-9.425423844130033757e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.000353845728818469e-01,1.270951316483127467e-06
1.702500000000000000e+02,1.197840187516627921e+05,1.745823827264604802e+02,-9.425286856006563241e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.947254107207182616e-01,1.266764406751840146e-06
1.705000000000000000e+02,1.198273698099492904e+05,1.722260948041435711e+02,-9.425151689267664779e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.894176201240974189e-01,1.262647494635576369e-06
1.707500000000000000e+02,1.198701318004412315e+05,1.698698402181844074e+02,-9.425018343836658374e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.841119823050773152e-01,1.258599942051783474e-06
1.710000000000000000e+02,1.199123047314157884e+05,1.675136185132748210e+02,-9.424886819638297553e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.788084668439059555e-01,1.254621123286834041e-06
1.712500000000000000e+02,1.199538886110362946e+05,1.651574292341251464e+02,-9.424757116598744489e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.735070433781496058e-01,1.250710424821069968e-06
1.715000000000000000e+02,1.199948834473523020e+05,1.628012719254637659e+02,-9.424629234645559350e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.682076816018239884e-01,1.246867245157654172e-06
1.717500000000000000e+02,1.200352892482995230e+05,1.604451461320368537e+02,-9.424503173707680759e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.629103512645293628e-01,1.243090994655239226e-06
1.720000000000000000e+02,1.200751060216998449e+05,1.580890513986080066e+02,-9.424378933715404472e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.576150221705892696e-01,1.239381095364383065e-06
1.722500000000000000e+02,1.201143337752613734e+05,1.557329872699579028e+02,-9.424256514600367396e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.523216641781929948e-01,1.235736980867622177e-06
1.725000000000000000e+02,1.201529725165784039e+05,1.533769532908840176e+02,-9.424135916295531601e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.470302471985407533e-01,1.232158096123113134e-06
1.727500000000000000e+02,1.201910222531314357e+05,1.510209490062002260e+02,-9.424017138735161225e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.417407411949930918e-01,1.228643897311858338e-06
1.730000000000000000e+02,1.202284829922871577e+05,1.486649739607365177e+02,-9.423900181854817149e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.364531161822233440e-01,1.225193851688351034e-06
1.732500000000000000e+02,1.202653547412984917e+05,1.463090276993386851e+02,-9.423785045591330345e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.311673422253728627e-01,1.221807437434650166e-06
1.735000000000000000e+02,1.203016375073045492e+05,1.439531097668679820e+02,-9.423671729882791226e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.258833894392104136e-01,1.218484143517788736e-06
1.737500000000000000e+02,1.203373312973306893e+05,1.415972197082008392e+02,-9.423560234668533653e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.206012279872937354e-01,1.215223469550488972e-06
1.740000000000000000e+02,1.203724361182884604e+05,1.392413570682043371e+02,-9.423450559985973030e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.153208280811350961e-01,1.212024925655078865e-06
1.742500000000000000e+02,1.204069519769755861e+05,1.368855213912270870e+02,-9.423342707908966887e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.100421599793153349e-01,1.208888032330604347e-06
1.745000000000000000e+02,1.204408788800759212e+05,1.345297122219841981e+02,-9.423236676971582071e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.047651939855225423e-01,1.205812320323051134e-06
1.747500000000000000e+02,1.204742168341594661e+05,1.321739291053319505e+02,-9.423132466608963753e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.994899004496972550e-01,1.202797330498642790e-06
1.750000000000000000e+02,1.205069658456825127e+05,1.298181715862854730e+02,-9.423030076185936466e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.942162497667085153e-01,1.199842613720142149e-06
1.752500000000000000e+02,1.205391259209875861e+05,1.274624392098709080e+02,-9.422929505658258265e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.889442123755729952e-01,1.196947730726106347e-06
1.755000000000000000e+02,1.205706970663034735e+05,1.251067315211252406e+02,-9.422830754982669532e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.836737587583097464e-01,1.194112252013075337e-06
1.757500000000000000e+02,1.206016792877452099e+05,1.227510480650960147e+02,-9.422733824116905410e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.784048594391251852e-01,1.191335757720619990e-06
1.760000000000000000e+02,1.206320725913141214e+05,1.203953883868410912e+02,-9.422638713019678036e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.731374849836014640e-01,1.188617837519210604e-06
1.762500000000000000e+02,1.206618769828977820e+05,1.180397520314284208e+02,-9.422545421650664110e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.678716059978869524e-01,1.185958090500878289e-06
1.765000000000000000e+02,1.206910924682700279e+05,1.156841385439357879e+02,-9.422453949970515552e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.626071931278899374e-01,1.183356125072584955e-06
1.767500000000000000e+02,1.207197190530909866e+05,1.133285474694505837e+02,-9.422364297940832856e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.573442170584737121e-01,1.180811558852293006e-06
1.770000000000000000e+02,1.207477567429070332e+05,1.109729783530695357e+02,-9.422276465524170419e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.520826485126554384e-01,1.178324018567701912e-06
1.772500000000000000e+02,1.207752055431508488e+05,1.086174307398985235e+02,-9.422190452684027662e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.468224582508063425e-01,1.175893139957547699e-06
1.775000000000000000e+02,1.208020654591413622e+05,1.062619041750523081e+02,-9.422106259384841920e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.415636170698547136e-01,1.173518567675514472e-06
1.777500000000000000e+02,1.208283364960837935e+05,1.039063982036543194e+02,-9.422023885591977788e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.363060958024914282e-01,1.171199955196657599e-06
1.780000000000000000e+02,1.208540186590696539e+05,1.015509123708363859e+02,-9.421943331271732447e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.310498653163771676e-01,1.168936964726326499e-06
1.782500000000000000e+02,1.208791119530767319e+05,9.919544622173854975e+01,-9.421864596391317903e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.257948965133521058e-01,1.166729267111530688e-06
